ride_id,user_id,date,time,hour,day_of_week,pickup_location,drop_location,fare_amount,ride_status,payment_method
QR10507,U204,2023-12-02,02:42:13,2,Saturday,"Suburban Residential","Central Station",0,Cancelled,"Credit Card"
QR10508,U546,2023-11-21,17:22:59,17,Tuesday,"Central Station",Downtown/CBD,13.31,Completed,UPI
QR10509,U136,2023-11-12,22:38:55,22,Sunday,"Suburban Residential","Hospital District",0,Cancelled,Cash
QR10510,U514,2023-11-02,21:22:20,21,Thursday,"Hospital District","Central Station",0,Cancelled,UPI
QR10511,U380,2023-11-04,02:15:29,2,Saturday,"Central Station",Airport,14.57,Completed,UPI
QR10512,U964,2023-12-29,06:49:17,6,Friday,Airport,"Tech Park",16.01,Completed,Wallet
QR10513,U255,2023-10-01,18:36:57,18,Sunday,"Shopping Mall","University Campus",31.59,Completed,"Credit Card"
QR10514,U397,2023-10-27,17:49:38,17,Friday,"Tech Park","Hospital District",0,Cancelled,UPI
QR10515,U998,2023-10-26,09:56:41,9,Thursday,Airport,"Central Station",0,Cancelled,"Credit Card"
QR10516,U406,2023-12-16,12:36:15,12,Saturday,Downtown/CBD,"Tech Park",12.02,Completed,UPI
QR10517,U713,2023-12-09,21:57:09,21,Saturday,"Tech Park","Shopping Mall",19.01,Completed,UPI
QR10518,U245,2023-10-12,18:39:03,18,Thursday,"Tech Park","Suburban Residential",0,Cancelled,UPI
QR10519,U244,2023-12-23,17:09:13,17,Saturday,"Tech Park","Hospital District",37.11,Completed,Cash
QR10520,U883,2023-10-23,13:53:13,13,Monday,"Suburban Residential","Shopping Mall",0,Cancelled,Cash
QR10521,U991,2023-12-24,13:05:18,13,Sunday,"Suburban Residential","University Campus",0,Cancelled,UPI
QR10522,U663,2023-10-11,17:26:06,17,Wednesday,"Tech Park","Central Station",33.31,Completed,Wallet
QR10523,U940,2023-11-13,11:46:58,11,Monday,"University Campus",Airport,21.65,Completed,UPI
QR10524,U938,2023-12-12,20:32:46,20,Tuesday,"Shopping Mall",Downtown/CBD,34.24,Completed,Wallet
QR10525,U619,2023-12-23,08:46:23,8,Saturday,"Shopping Mall","Suburban Residential",15.22,Completed,"Credit Card"
QR10526,U456,2023-11-19,00:03:59,0,Sunday,"Tech Park","University Campus",21.49,Completed,Cash
QR10527,U323,2023-10-05,18:36:33,18,Thursday,"University Campus","Tech Park",33.24,Completed,Cash
QR10528,U235,2023-12-20,00:30:01,0,Wednesday,"Central Station","Hospital District",0,Cancelled,UPI
QR10529,U705,2023-11-13,20:41:52,20,Monday,"University Campus","Hospital District",30.3,Completed,Wallet
QR10530,U649,2023-11-04,20:16:29,20,Saturday,"University Campus",Downtown/CBD,12.5,Completed,"Credit Card"
QR10531,U223,2023-10-11,21:32:30,21,Wednesday,"Central Station","Suburban Residential",0,Cancelled,Wallet
QR10532,U439,2023-11-01,19:40:47,19,Wednesday,"University Campus","Hospital District",18.75,Completed,"Credit Card"
QR10533,U176,2023-10-01,16:54:36,16,Sunday,"Suburban Residential","Central Station",11.44,Completed,UPI
QR10534,U212,2023-12-26,12:32:25,12,Tuesday,"Shopping Mall","Tech Park",24.16,Completed,UPI
QR10535,U755,2023-11-01,17:20:38,17,Wednesday,Airport,"Shopping Mall",31.61,Completed,"Debit Card"
QR10536,U203,2023-12-17,17:36:41,17,Sunday,"Shopping Mall","Hospital District",30.02,Completed,UPI
QR10537,U676,2023-10-15,22:29:49,22,Sunday,"Tech Park","Shopping Mall",27.19,Completed,UPI
QR10538,U533,2023-10-04,23:45:13,23,Wednesday,"University Campus",Airport,11.45,Completed,Cash
QR10539,U715,2023-12-10,02:15:06,2,Sunday,"Hospital District",Airport,0,Cancelled,"Debit Card"
QR10540,U441,2023-10-12,02:28:29,2,Thursday,"Suburban Residential","Shopping Mall",19.67,Completed,UPI
QR10541,U863,2023-12-17,08:45:45,8,Sunday,"Hospital District","Tech Park",20.08,Completed,Cash
QR10542,U461,2023-10-01,22:48:17,22,Sunday,"Central Station",Downtown/CBD,0,Cancelled,"Credit Card"
QR10543,U960,2023-10-09,23:07:14,23,Monday,"University Campus","Suburban Residential",16.36,Completed,"Credit Card"
QR10544,U805,2023-10-05,18:03:29,18,Thursday,"Hospital District","Suburban Residential",11.79,Completed,"Credit Card"
QR10545,U343,2023-10-27,14:16:24,14,Friday,Airport,"Central Station",0,Cancelled,"Credit Card"
QR10546,U136,2023-11-17,20:42:18,20,Friday,"Suburban Residential","University Campus",28.3,Completed,"Debit Card"
QR10547,U712,2023-10-27,06:18:11,6,Friday,"Hospital District","Shopping Mall",8.6,Completed,"Debit Card"
QR10548,U510,2023-11-05,18:51:37,18,Sunday,"University Campus","Tech Park",22.23,Completed,Cash
QR10549,U319,2023-10-28,19:37:54,19,Saturday,Airport,"Shopping Mall",0,Cancelled,"Credit Card"
QR10550,U923,2023-10-03,16:54:47,16,Tuesday,"Tech Park","Hospital District",18.98,Completed,"Credit Card"
QR10551,U520,2023-11-24,22:49:46,22,Friday,"Hospital District","Central Station",0,Cancelled,"Credit Card"
QR10552,U758,2023-12-23,18:05:27,18,Saturday,"Tech Park","Suburban Residential",23.83,Completed,UPI
QR10553,U674,2023-10-08,13:36:27,13,Sunday,"Shopping Mall",Airport,10.01,Completed,UPI
QR10554,U835,2023-10-21,21:11:03,21,Saturday,"Central Station",Airport,28.51,Completed,UPI
QR10555,U771,2023-12-01,19:36:16,19,Friday,"Tech Park","Shopping Mall",12.15,Completed,Wallet
QR10556,U311,2023-10-28,01:06:36,1,Saturday,"Tech Park","Shopping Mall",0,Cancelled,Cash
QR10557,U968,2023-10-14,20:09:29,20,Saturday,Airport,Downtown/CBD,0,Cancelled,"Credit Card"
QR10558,U935,2023-11-01,01:14:42,1,Wednesday,"Central Station","Hospital District",18.01,Completed,"Credit Card"
QR10559,U923,2023-12-21,21:09:05,21,Thursday,"Shopping Mall","University Campus",24.49,Completed,Cash
QR10560,U571,2023-10-18,20:16:24,20,Wednesday,"Tech Park","Shopping Mall",30.01,Completed,Wallet
QR10561,U658,2023-10-21,13:38:50,13,Saturday,"Suburban Residential","Tech Park",23.2,Completed,"Credit Card"
QR10562,U453,2023-10-05,16:42:25,16,Thursday,"University Campus","Suburban Residential",25.42,Completed,UPI
QR10563,U974,2023-12-18,02:22:15,2,Monday,"University Campus","Tech Park",20.08,Completed,"Credit Card"
QR10564,U500,2023-10-29,01:22:01,1,Sunday,"Tech Park",Downtown/CBD,0,Cancelled,UPI
QR10565,U437,2023-10-26,11:25:40,11,Thursday,"Tech Park","Shopping Mall",21.32,Completed,"Debit Card"
QR10566,U967,2023-12-01,19:12:15,19,Friday,"Suburban Residential","Central Station",13.86,Completed,UPI
QR10567,U267,2023-11-13,13:49:54,13,Monday,Airport,"Suburban Residential",16.12,Completed,UPI
QR10568,U115,2023-11-08,21:39:51,21,Wednesday,"Hospital District","Tech Park",0,Cancelled,"Credit Card"
QR10569,U828,2023-10-06,01:52:57,1,Friday,"Suburban Residential",Airport,17.68,Completed,UPI
QR10570,U702,2023-10-24,12:59:30,12,Tuesday,"Hospital District","Suburban Residential",0,Cancelled,Wallet
QR10571,U870,2023-10-27,13:10:11,13,Friday,Downtown/CBD,"University Campus",0,Cancelled,"Credit Card"
QR10572,U410,2023-12-27,21:56:48,21,Wednesday,Airport,"Tech Park",0,Cancelled,UPI
QR10573,U148,2023-10-21,20:36:07,20,Saturday,Downtown/CBD,"University Campus",23.91,Completed,"Credit Card"
QR10574,U271,2023-11-06,12:35:23,12,Monday,"Central Station","Suburban Residential",0,Cancelled,"Debit Card"
QR10575,U380,2023-11-22,22:52:32,22,Wednesday,Airport,"Hospital District",0,Cancelled,UPI
QR10576,U233,2023-11-02,00:01:46,0,Thursday,"Shopping Mall",Airport,21.7,Completed,"Credit Card"
QR10577,U489,2023-12-06,17:08:54,17,Wednesday,"Shopping Mall",Airport,39.43,Completed,"Credit Card"
QR10578,U112,2023-12-09,22:20:05,22,Saturday,Downtown/CBD,"Suburban Residential",0,Cancelled,Cash
QR10579,U399,2023-11-13,01:20:14,1,Monday,"Central Station",Downtown/CBD,0,Cancelled,Wallet
QR10580,U867,2023-10-27,10:10:00,10,Friday,"Suburban Residential",Downtown/CBD,11.44,Completed,"Credit Card"
QR10581,U477,2023-10-14,08:36:02,8,Saturday,"Hospital District","Tech Park",0,Cancelled,"Debit Card"
QR10582,U285,2023-10-29,18:08:12,18,Sunday,Airport,"Shopping Mall",21.38,Completed,"Credit Card"
QR10583,U387,2023-10-27,18:11:18,18,Friday,"Suburban Residential",Downtown/CBD,23.96,Completed,"Credit Card"
QR10584,U307,2023-10-10,23:47:47,23,Tuesday,"Hospital District","Tech Park",22,Completed,UPI
QR10585,U903,2023-11-12,13:09:07,13,Sunday,"Tech Park","University Campus",0,Cancelled,UPI
QR10586,U112,2023-11-24,20:27:38,20,Friday,Downtown/CBD,"Suburban Residential",19.37,Completed,UPI
QR10587,U917,2023-10-22,15:30:34,15,Sunday,"University Campus",Downtown/CBD,20.98,Completed,Wallet
QR10588,U418,2023-10-02,17:52:32,17,Monday,"Suburban Residential",Airport,31.38,Completed,UPI
QR10589,U785,2023-10-23,13:32:38,13,Monday,"Hospital District","Tech Park",20.93,Completed,"Debit Card"
QR10590,U971,2023-11-28,00:14:10,0,Tuesday,"Hospital District","Suburban Residential",23.42,Completed,UPI
QR10591,U891,2023-12-01,08:38:54,8,Friday,"Hospital District","University Campus",15.62,Completed,UPI
QR10592,U594,2023-11-26,23:38:01,23,Sunday,Airport,"Shopping Mall",17.33,Completed,UPI
QR10593,U978,2023-11-20,12:13:40,12,Monday,"Tech Park",Downtown/CBD,24.13,Completed,"Credit Card"
QR10594,U193,2023-12-01,20:05:52,20,Friday,"Suburban Residential",Downtown/CBD,16.59,Completed,"Credit Card"
QR10595,U671,2023-10-21,11:34:18,11,Saturday,Downtown/CBD,"Tech Park",0,Cancelled,"Credit Card"
QR10596,U697,2023-12-03,08:26:23,8,Sunday,Downtown/CBD,"Suburban Residential",19.21,Completed,"Credit Card"
QR10597,U118,2023-12-29,21:31:23,21,Friday,"University Campus",Downtown/CBD,0,Cancelled,UPI
QR10598,U349,2023-10-23,00:00:17,0,Monday,Downtown/CBD,"Hospital District",0,Cancelled,"Credit Card"
QR10599,U899,2023-10-22,19:44:21,19,Sunday,"Central Station","Shopping Mall",0,Cancelled,Cash
QR10600,U296,2023-12-10,10:34:11,10,Sunday,Downtown/CBD,"Hospital District",11.35,Completed,"Debit Card"
QR10601,U839,2023-11-09,22:34:47,22,Thursday,Downtown/CBD,"Central Station",0,Cancelled,UPI
QR10602,U836,2023-10-20,15:39:47,15,Friday,"University Campus","Tech Park",14.26,Completed,UPI
QR10603,U352,2023-10-20,07:24:08,7,Friday,"Hospital District",Downtown/CBD,13.36,Completed,Wallet
QR10604,U335,2023-11-14,20:19:23,20,Tuesday,"Shopping Mall","Central Station",27.03,Completed,"Credit Card"
QR10605,U551,2023-11-12,20:33:13,20,Sunday,Airport,"Suburban Residential",16.95,Completed,UPI
QR10606,U238,2023-11-04,17:24:49,17,Saturday,"Hospital District","Central Station",17.69,Completed,"Credit Card"
QR10607,U374,2023-12-27,10:54:08,10,Wednesday,"Central Station","Suburban Residential",23.59,Completed,UPI
QR10608,U196,2023-12-21,22:38:35,22,Thursday,"Shopping Mall","University Campus",16.43,Completed,"Credit Card"
QR10609,U864,2023-11-21,18:27:31,18,Tuesday,"Tech Park","Shopping Mall",32.03,Completed,Cash
QR10610,U226,2023-10-11,21:24:25,21,Wednesday,"Hospital District","Central Station",36.31,Completed,UPI
QR10611,U314,2023-12-08,06:30:18,6,Friday,"University Campus","Shopping Mall",13.45,Completed,Wallet
QR10612,U185,2023-11-28,00:54:22,0,Tuesday,Airport,"Shopping Mall",0,Cancelled,Wallet
QR10613,U593,2023-12-25,06:04:23,6,Monday,"University Campus",Airport,14.72,Completed,UPI
QR10614,U506,2023-12-21,02:15:48,2,Thursday,Airport,"Hospital District",8.93,Completed,UPI
QR10615,U189,2023-12-29,19:18:57,19,Friday,Downtown/CBD,"Shopping Mall",12.37,Completed,"Debit Card"
QR10616,U544,2023-10-13,18:42:17,18,Friday,Downtown/CBD,Airport,0,Cancelled,"Credit Card"
QR10617,U663,2023-10-24,13:32:05,13,Tuesday,Airport,"Hospital District",21.71,Completed,"Debit Card"
QR10618,U647,2023-12-18,19:26:24,19,Monday,"Tech Park","Central Station",18.67,Completed,Cash
QR10619,U821,2023-11-07,13:12:49,13,Tuesday,Downtown/CBD,"Shopping Mall",13.69,Completed,Cash
QR10620,U662,2023-10-06,12:46:56,12,Friday,Airport,"University Campus",11.68,Completed,"Debit Card"
QR10621,U612,2023-11-08,21:31:31,21,Wednesday,"University Campus","Suburban Residential",0,Cancelled,UPI
QR10622,U165,2023-12-10,07:29:36,7,Sunday,"Central Station","Tech Park",14.14,Completed,UPI
QR10623,U822,2023-11-14,23:59:45,23,Tuesday,"Central Station","Suburban Residential",11.71,Completed,"Debit Card"
QR10624,U644,2023-11-06,14:07:44,14,Monday,"Tech Park","Suburban Residential",0,Cancelled,UPI
QR10625,U626,2023-10-14,09:20:00,9,Saturday,"Tech Park","Hospital District",0,Cancelled,Cash
QR10626,U981,2023-11-02,14:41:38,14,Thursday,Downtown/CBD,Airport,10.82,Completed,UPI
QR10627,U121,2023-10-19,08:26:16,8,Thursday,"Central Station","Shopping Mall",11.71,Completed,UPI
QR10628,U740,2023-10-22,13:04:09,13,Sunday,"Shopping Mall","Hospital District",17.41,Completed,UPI
QR10629,U400,2023-11-19,02:56:25,2,Sunday,"Central Station","University Campus",0,Cancelled,UPI
QR10630,U107,2023-11-25,06:17:22,6,Saturday,"Shopping Mall","University Campus",17.47,Completed,"Debit Card"
QR10631,U552,2023-10-23,19:16:10,19,Monday,"Hospital District","Tech Park",16.74,Completed,UPI
QR10632,U495,2023-10-02,21:50:33,21,Monday,"Central Station",Downtown/CBD,35.15,Completed,"Debit Card"
QR10633,U974,2023-12-05,09:06:37,9,Tuesday,Downtown/CBD,"Central Station",24.5,Completed,"Credit Card"
QR10634,U470,2023-10-29,13:02:05,13,Sunday,"Tech Park",Downtown/CBD,14.75,Completed,"Credit Card"
QR10635,U340,2023-12-07,20:35:34,20,Thursday,"Shopping Mall",Airport,0,Cancelled,"Debit Card"
QR10636,U873,2023-12-25,17:12:45,17,Monday,Airport,"Shopping Mall",0,Cancelled,"Debit Card"
QR10637,U800,2023-12-19,00:48:28,0,Tuesday,"University Campus","Suburban Residential",0,Cancelled,UPI
QR10638,U790,2023-10-07,20:40:51,20,Saturday,"Tech Park","Suburban Residential",17.48,Completed,UPI
QR10639,U988,2023-12-06,17:29:22,17,Wednesday,"Central Station",Airport,15.06,Completed,"Credit Card"
QR10640,U296,2023-10-16,17:54:14,17,Monday,Downtown/CBD,"Tech Park",0,Cancelled,UPI
QR10641,U687,2023-10-17,09:30:04,9,Tuesday,"Hospital District",Downtown/CBD,0,Cancelled,"Debit Card"
QR10642,U247,2023-10-02,12:57:34,12,Monday,"Tech Park","Hospital District",8.51,Completed,Cash
QR10643,U706,2023-11-01,15:17:16,15,Wednesday,"University Campus","Suburban Residential",15.13,Completed,"Credit Card"
QR10644,U896,2023-11-15,15:15:16,15,Wednesday,"University Campus","Tech Park",0,Cancelled,Wallet
QR10645,U690,2023-12-14,02:44:48,2,Thursday,Airport,"Hospital District",0,Cancelled,"Debit Card"
QR10646,U278,2023-12-15,23:34:31,23,Friday,"Shopping Mall","University Campus",10.6,Completed,UPI
QR10647,U760,2023-11-24,22:03:29,22,Friday,"Tech Park","Hospital District",0,Cancelled,"Credit Card"
QR10648,U314,2023-12-13,21:30:42,21,Wednesday,"Tech Park","Shopping Mall",30.21,Completed,"Credit Card"
QR10649,U166,2023-12-09,21:27:29,21,Saturday,"Hospital District","Central Station",16.5,Completed,"Credit Card"
QR10650,U156,2023-11-18,09:35:45,9,Saturday,"Suburban Residential","Hospital District",14.86,Completed,"Debit Card"
